NAME	TITLE	SCORE	
AC008695.1	NA	0.5977668	
WDR87	NA	0.5975808	
AC105001.2	NA	0.5974321	
FAM71E1	NA	0.59693766	
C9orf116	NA	0.5966057	
C9orf43	NA	0.5962934	
AL691442.1	NA	0.5955056	
INCA1	NA	0.5944149	
CKLF-CMTM1	NA	0.5942997	
FAM171A2	NA	0.5938981	
QPCTL	NA	0.5936396	
FSIP1	NA	0.59314513	
RBM14-RBM4	NA	0.5929263	
SYP	NA	0.5927711	
CFAP206	NA	0.5921355	
TSNAXIP1	NA	0.59211904	
HEY1	NA	0.5919099	
AC058822.1	NA	0.5915632	
BEND3	NA	0.5912065	
CAGE1	NA	0.5907292	
CDC25A	NA	0.58981144	
FAM155B	NA	0.58979994	
ZNF367	NA	0.58944255	
AL353579.1	NA	0.5889855	
SYT7	NA	0.5887697	
GNG8	NA	0.5883864	
SLC29A4	NA	0.5883689	
AC008770.2	NA	0.58832765	
TMEM198	NA	0.5876027	
CDCA2	NA	0.58716154	
TMEM217	NA	0.58706486	
CBX2	NA	0.5867938	
CCNE2	NA	0.5863318	
MBLAC1	NA	0.58584684	
WFDC3	NA	0.58536	
JADE3	NA	0.584763	
CFAP57	NA	0.58474016	
C15orf65	NA	0.58462524	
GGN	NA	0.5836058	
GDF9	NA	0.5829243	
CCDC114	NA	0.58274287	
TIGD4	NA	0.58259726	
AC009163.5	NA	0.5824916	
FZD5	NA	0.5823525	
PPM1J	NA	0.5821202	
CDT1	NA	0.5813408	
ATP5MF-PTCD1	NA	0.581149	
ZNF704	NA	0.58073235	
NR2F6	NA	0.5799615	
FBXO15	NA	0.57993376	
CDC45	NA	0.5789419	
HES1	NA	0.5784162	
TVP23C-CDRT4	NA	0.5775649	
ACTN3	NA	0.5775128	
ZRANB3	NA	0.577052	
ACTRT3	NA	0.5765411	
KANK2	NA	0.57644045	
FBXO36	NA	0.5764264	
AK8	NA	0.5763288	
FKBP7	NA	0.57603365	
FAM187A	NA	0.57508725	
ALOXE3	NA	0.5750164	
C11orf91	NA	0.5749968	
PXMP2	NA	0.574724	
EPHB3	NA	0.5746183	
FOXA3	NA	0.5742721	
E2F8	NA	0.5742541	
LRRC24	NA	0.5740127	
CDH15	NA	0.5739203	
GCAT	NA	0.5737764	
TENT5B	NA	0.5736186	
UTY	NA	0.5733574	
EFCAB2	NA	0.5730506	
KIAA0895	NA	0.572562	
ZFY	NA	0.5723585	
AR	NA	0.57215524	
REEP6	NA	0.5720073	
GPRIN1	NA	0.57193923	
RBKS	NA	0.57184803	
KIFC2	NA	0.5718182	
MBOAT2	NA	0.57159716	
ZNF771	NA	0.5710001	
CLDN4	NA	0.5707377	
SPTBN4	NA	0.57023096	
YBX2	NA	0.5701321	
FOXA1	NA	0.57006055	
AGRN	NA	0.56966287	
BSN	NA	0.5694346	
CFAP52	NA	0.56942064	
COL1A1	NA	0.56912583	
CGN	NA	0.568747	
CENPS-CORT	NA	0.5686738	
WDR93	NA	0.5685946	
ZIC2	NA	0.568465	
ACHE	NA	0.5683573	
TEAD3	NA	0.5683303	
KLF15	NA	0.56783056	
ELOVL2	NA	0.56714493	
LRRC73	NA	0.56713504	
GPR157	NA	0.5668638	
FMC1	NA	0.56610805	
SYCE2	NA	0.56567174	
CXorf58	NA	0.56556624	
PLXNA2	NA	0.5651138	
TBX3	NA	0.5651131	
MDH1B	NA	0.56506896	
MORN5	NA	0.5649832	
SKA3	NA	0.56401694	
PHLDA2	NA	0.5640025	
CFAP94	NA	0.5636058	
LRP11	NA	0.5635444	
RSPH1	NA	0.5630219	
BAMBI	NA	0.561734	
UNC13B	NA	0.5614039	
SMIM10L2A	NA	0.5612116	
FAM221B	NA	0.56118184	
CDKL3	NA	0.56109494	
HSD11B2	NA	0.5610209	
MACROD1	NA	0.56070673	
XRCC2	NA	0.5606883	
RIBC1	NA	0.560655	
DOCK6	NA	0.56058985	
MEX3D	NA	0.5605839	
TTC23	NA	0.56013936	
CYP39A1	NA	0.5600546	
HES6	NA	0.55995655	
LYNX1	NA	0.5596669	
AC004076.1	NA	0.5596366	
KLF16	NA	0.55951804	
TEX14	NA	0.559316	
BICRA	NA	0.55925345	
TYRO3	NA	0.5590044	
SMC1B	NA	0.55895036	
C1QL1	NA	0.5588694	
CENPA	NA	0.5584071	
TULP2	NA	0.5582294	
CDNF	NA	0.5582029	
NRXN2	NA	0.55812067	
ANKRD9	NA	0.5576984	
PDZD7	NA	0.55768317	
TEX22	NA	0.5575176	
JPH1	NA	0.55747604	
ANKRD13B	NA	0.5574196	
KIF15	NA	0.5569421	
EPB41L4B	NA	0.5567572	
ENTPD8	NA	0.55672187	
AC138696.1	NA	0.5565524	
LMCD1	NA	0.5564839	
PIR	NA	0.5563069	
ARVCF	NA	0.55616724	
PPAN-P2RY11	NA	0.55601376	
IQUB	NA	0.55592805	
SNTA1	NA	0.5557371	
HOOK2	NA	0.5557197	
DNMT3B	NA	0.55571586	
PYCR1	NA	0.5555031	
SAC3D1	NA	0.5554737	
SYN1	NA	0.5553923	
AC026786.1	NA	0.5549683	
ZNF837	NA	0.55473876	
AUNIP	NA	0.5546899	
GVQW3	NA	0.55437315	
PPIL6	NA	0.55426735	
DNAH3	NA	0.5539303	
DYNLRB2	NA	0.5537749	
NXNL2	NA	0.5536057	
GRK4	NA	0.5535671	
RAD54L	NA	0.553525	
COMMD3-BMI1	NA	0.55342937	
CFAP91	NA	0.55279356	
LNP1	NA	0.5523137	
AC025165.3	NA	0.5522903	
LRRC46	NA	0.5522224	
HRH3	NA	0.5520102	
REXO5	NA	0.5518859	
IQCD	NA	0.551794	
NECTIN1	NA	0.551606	
IZUMO4	NA	0.55144614	
ERICH6	NA	0.5511757	
PURA	NA	0.5511224	
TLCD1	NA	0.5510585	
RECQL4	NA	0.5509959	
IRF6	NA	0.55042684	
GAD1	NA	0.550369	
CCDC13	NA	0.54970324	
CDC42BPG	NA	0.5496953	
DNLZ	NA	0.54944736	
NME1-NME2	NA	0.54941934	
NYAP1	NA	0.5490691	
MAP3K6	NA	0.5487566	
SPATA33	NA	0.548647	
ESCO2	NA	0.5484881	
KIF20A	NA	0.5482577	
TUFT1	NA	0.5482072	
GRHL2	NA	0.54801625	
SUGCT	NA	0.547917	
TIGD3	NA	0.54776776	
ESRP1	NA	0.5475562	
KIAA1549	NA	0.54746956	
FAM53A	NA	0.5470012	
ENTPD2	NA	0.54694265	
NEURL2	NA	0.5467859	
AKAP3	NA	0.54673845	
AC231657.3	NA	0.54663163	
TMEM38A	NA	0.5462666	
AL162231.1	NA	0.5462275	
ZNF653	NA	0.5458977	
CCDC173	NA	0.54569554	
MEX3B	NA	0.54567355	
HSPG2	NA	0.54536855	
DNAI1	NA	0.5452821	
ZMYND12	NA	0.5452609	
ZNF521	NA	0.54513943	
CDCA5	NA	0.54509515	
TOMM20L	NA	0.54477304	
C8orf44-SGK3	NA	0.544724	
FGD1	NA	0.5445317	
FBXO43	NA	0.5442947	
RIPK4	NA	0.5442702	
LPIN3	NA	0.5440803	
HSPB6	NA	0.54364574	
DNAJC22	NA	0.54362863	
CACNA1G	NA	0.5436056	
MYPOP	NA	0.54331267	
TRIM46	NA	0.5430192	
KDM5D	NA	0.5430052	
EFCAB11	NA	0.542927	
TLE6	NA	0.5426911	
INHBB	NA	0.542642	
NCAPH	NA	0.5424956	
TRABD2B	NA	0.5422249	
MUC1	NA	0.54217964	
SLC22A18AS	NA	0.5419189	
PHLPP1	NA	0.5418828	
CBLN3	NA	0.5418323	
GDF5	NA	0.5418284	
CTF1	NA	0.5414661	
RPS10-NUDT3	NA	0.5413221	
RAB40B	NA	0.54088444	
C1orf194	NA	0.5404522	
PARD6B	NA	0.54022425	
ALG14	NA	0.5401291	
CYSRT1	NA	0.5393713	
RAC3	NA	0.53923756	
CLSPN	NA	0.5391268	
H2BC15	NA	0.5388675	
ING2	NA	0.53882647	
SWSAP1	NA	0.53856117	
SMIM27	NA	0.5383242	
ADAT3	NA	0.5381519	
TMEM17	NA	0.5378758	
LAMC1	NA	0.53786474	
ZNF503	NA	0.53786284	
SMIM1	NA	0.537617	
KIAA0895L	NA	0.5375152	
DYRK3	NA	0.5373001	
TIGD7	NA	0.5372049	
SLC25A27	NA	0.5369562	
PNPLA3	NA	0.536833	
ROPN1L	NA	0.53669196	
SEMA3F	NA	0.53609514	
CFAP251	NA	0.53606766	
SH3D21	NA	0.5358987	
SAMD15	NA	0.5358848	
C5orf49	NA	0.53577936	
TIGD6	NA	0.53562444	
AP4M1	NA	0.5346193	
CELSR3	NA	0.53419614	
NEK8	NA	0.5338946	
PIF1	NA	0.53383595	
PRRG2	NA	0.5338317	
NEURL1B	NA	0.5336247	
ARHGEF35	NA	0.53361934	
BSPRY	NA	0.5335912	
KCNG3	NA	0.5335682	
CCND1	NA	0.5334524	
CTCFL	NA	0.5334349	
DTL	NA	0.5333898	
DRC3	NA	0.5332125	
HEY2	NA	0.5328746	
ONECUT2	NA	0.53284574	
MAGIX	NA	0.53259814	
ULBP1	NA	0.53258467	
SPATA4	NA	0.5325508	
SPC24	NA	0.5323302	
FGF22	NA	0.5322501	
GLIPR1L2	NA	0.53189784	
ARHGAP29	NA	0.53188545	
NAT8L	NA	0.53152657	
RAD9B	NA	0.5315054	
C11orf71	NA	0.5314908	
NR4A3	NA	0.5312706	
ABLIM2	NA	0.53113437	
KCNC1	NA	0.530946	
CLUL1	NA	0.53094256	
C17orf64	NA	0.5309155	
CAVIN1	NA	0.530822	
ZNF628	NA	0.5308134	
PXDC1	NA	0.5306638	
PKMYT1	NA	0.5306439	
METTL27	NA	0.5304585	
CLHC1	NA	0.53021353	
ITPKA	NA	0.5299359	
USH1G	NA	0.5298529	
NOTUM	NA	0.5297397	
GTF2H5	NA	0.5294843	
E2F7	NA	0.529156	
C16orf95	NA	0.5291241	
ZCWPW1	NA	0.5289912	
RTN2	NA	0.5289812	
P4HA3	NA	0.52877545	
NXPH4	NA	0.5286786	
CCDC189	NA	0.52867657	
MOCOS	NA	0.52824867	
KCNJ11	NA	0.5282378	
CBX8	NA	0.52820736	
GPC2	NA	0.5279783	
FOXRED2	NA	0.5279364	
ZKSCAN2	NA	0.5277652	
DLX1	NA	0.5277269	
MEIG1	NA	0.52738833	
HSF2BP	NA	0.52725023	
SETD9	NA	0.52669615	
ROM1	NA	0.5266548	
MYL6B	NA	0.5266059	
LGR4	NA	0.52636427	
HROB	NA	0.5262621	
LRRC42	NA	0.52625245	
TTC25	NA	0.5261332	
C17orf67	NA	0.5260528	
GNG3	NA	0.5257123	
SLC9B1	NA	0.5256647	
UBTD1	NA	0.5255684	
GTSE1	NA	0.5254898	
SPACA9	NA	0.52534455	
ZC2HC1C	NA	0.5252889	
ZBED8	NA	0.5250909	
MYORG	NA	0.5250317	
RAB3B	NA	0.5250211	
AP002495.1	NA	0.52498084	
ABTB2	NA	0.5248695	
AC092587.1	NA	0.5247745	
FBXL13	NA	0.5247528	
DNAJC27	NA	0.524431	
C1orf53	NA	0.52425957	
CAMK2N2	NA	0.5242356	
DNAI4	NA	0.52418864	
FERMT2	NA	0.5239995	
CHRNA5	NA	0.5239896	
TRIP10	NA	0.52346057	
GAREM1	NA	0.5233025	
SPATA17	NA	0.52319056	
AKT1S1	NA	0.52309185	
GDPGP1	NA	0.52305984	
SHC4	NA	0.5230084	
DHDH	NA	0.52250725	
SAMD1	NA	0.52201885	
CCNO	NA	0.5220161	
PKDCC	NA	0.5219729	
FAAP24	NA	0.5219214	
ADAMTS7	NA	0.52173024	
APOLD1	NA	0.52152455	
ZDHHC14	NA	0.5215088	
NKD1	NA	0.521464	
TPRN	NA	0.52125406	
ZC3H10	NA	0.521222	
RCOR2	NA	0.52121824	
POC1A	NA	0.52108896	
KLHDC9	NA	0.5210779	
IQCH	NA	0.5209508	
TNFSF9	NA	0.52093726	
IFT81	NA	0.52079356	
FBXO24	NA	0.52078265	
CDS1	NA	0.5206781	
USP51	NA	0.52056515	
ARFGEF3	NA	0.5203692	
MAPK11	NA	0.52012074	
SLC25A10	NA	0.52004445	
RNASE10	NA	0.519949	
HSD17B14	NA	0.5199208	
SMARCA1	NA	0.51969737	
CLDN6	NA	0.519533	
ACBD7	NA	0.5194772	
NCAPG	NA	0.51939726	
KHDRBS3	NA	0.5192177	
HOXA4	NA	0.5190412	
GALNT18	NA	0.5189949	
RPP40	NA	0.51899195	
DPYSL4	NA	0.51896685	
ZNF470	NA	0.5188214	
SLCO5A1	NA	0.51871014	
HOXA9	NA	0.5185227	
NECTIN2	NA	0.51844084	
TCFL5	NA	0.5183581	
WNT9A	NA	0.51816076	
PKN3	NA	0.5181222	
GBX1	NA	0.51763487	
ZNF341	NA	0.51753086	
STAG3	NA	0.5174467	
ATP8B3	NA	0.51742685	
VEGFA	NA	0.5172921	
CDCA8	NA	0.5172037	
EEF1A2	NA	0.51713586	
ERF	NA	0.5171103	
CIB2	NA	0.51689166	
KIAA0319	NA	0.5168548	
ZNF471	NA	0.51665574	
PNPLA7	NA	0.51664853	
DEPDC1	NA	0.5166097	
GSTZ1	NA	0.51659465	
DHODH	NA	0.51659095	
C12orf60	NA	0.5165592	
RIBC2	NA	0.5165188	
DNAJB5	NA	0.516415	
E2F1	NA	0.516093	
ADAMTS17	NA	0.51604563	
RND2	NA	0.5159135	
HYAL3	NA	0.5157966	
SLC25A53	NA	0.51578647	
ZNRF1	NA	0.51525813	
ANKRD16	NA	0.5151523	
GINS2	NA	0.51492697	
SLC25A33	NA	0.5149221	
SAPCD2	NA	0.51473033	
TMEM54	NA	0.51470965	
C8orf82	NA	0.5145611	
ZBTB8A	NA	0.5144744	
RASL11A	NA	0.51430005	
MMAB	NA	0.5141497	
AL163636.1	NA	0.51404744	
MPND	NA	0.51386416	
AC245748.1	NA	0.5138162	
RANBP17	NA	0.51374435	
PACSIN3	NA	0.51372623	
UNC5B	NA	0.5137099	
SH3PXD2B	NA	0.5135853	
CNIH2	NA	0.51353157	
RHOV	NA	0.5135178	
DCBLD2	NA	0.51350087	
NETO2	NA	0.5134923	
ZCCHC24	NA	0.5134793	
DACT3	NA	0.5134421	
PTGES3L	NA	0.51333314	
TLCD4	NA	0.5132504	
NEUROD2	NA	0.5132296	
PLPP3	NA	0.5130807	
TSPAN7	NA	0.5130601	
CHURC1-FNTB	NA	0.51301634	
PIH1D2	NA	0.5128844	
CHMP4C	NA	0.51283306	
IRX3	NA	0.51271033	
IRGQ	NA	0.51255316	
CHAC1	NA	0.5123772	
KIF18A	NA	0.5122781	
GDF15	NA	0.51224416	
FAM83D	NA	0.5122165	
PAK4	NA	0.5120677	
MDGA1	NA	0.5119741	
RFX2	NA	0.51189476	
OPHN1	NA	0.5118942	
ROPN1	NA	0.5118244	
HMGB3	NA	0.5118138	
SLC44A3	NA	0.51181036	
NAIF1	NA	0.5117976	
AL121758.1	NA	0.5117252	
AC011479.1	NA	0.5116802	
ZSCAN1	NA	0.51167566	
WDR31	NA	0.5115572	
CYS1	NA	0.5112823	
SNAP25	NA	0.5112316	
RASD1	NA	0.5111145	
CLGN	NA	0.51111317	
DCBLD1	NA	0.510919	
GCSH	NA	0.5107674	
CDON	NA	0.51074845	
HSPA12A	NA	0.51060385	
CCN1	NA	0.51052535	
RASA4B	NA	0.5104667	
CCDC24	NA	0.5104074	
BBS12	NA	0.51023906	
SHC2	NA	0.5100889	
EN2	NA	0.50994796	
PHF13	NA	0.50990486	
ING1	NA	0.5098123	
PPFIBP1	NA	0.509704	
VSTM2L	NA	0.5095137	
PACRG	NA	0.50933135	
RFX1	NA	0.5092557	
PITX3	NA	0.50918293	
EPAS1	NA	0.50913143	
SCRT1	NA	0.5091164	
HOXB7	NA	0.50898737	
SDC1	NA	0.5088749	
FOSL1	NA	0.5086141	
JAG1	NA	0.50851417	
IL4I1	NA	0.5084687	
GPC5	NA	0.5082843	
TMEM151A	NA	0.5082541	
CASKIN2	NA	0.5081715	
CMBL	NA	0.50800174	
UBE2QL1	NA	0.5079744	
HSPA4L	NA	0.50785935	
C3orf70	NA	0.50751984	
MMD2	NA	0.50738955	
ZNF784	NA	0.50728154	
COPRS	NA	0.5071911	
MNT	NA	0.50715077	
RAB3A	NA	0.50707984	
TFAP4	NA	0.50699085	
NR2F1	NA	0.50697386	
ATP7B	NA	0.50679594	
SPA17	NA	0.50678504	
ENAH	NA	0.50674134	
NPHP4	NA	0.5063321	
PXT1	NA	0.5062295	
LRRC3	NA	0.50622165	
SCRT2	NA	0.5058525	
ARMC12	NA	0.5057659	
HPN	NA	0.5057305	
CCDC157	NA	0.50568193	
CCDC9	NA	0.5056502	
TBC1D24	NA	0.5056303	
FOXM1	NA	0.50541	
ORC1	NA	0.50525224	
FGFR4	NA	0.50522465	
PARD6A	NA	0.50521296	
PIK3R3	NA	0.50513273	
DKKL1	NA	0.5050475	
MESP2	NA	0.5048554	
TTC21A	NA	0.5046176	
AFG1L	NA	0.50453496	
LRRC29	NA	0.5043609	
ESPL1	NA	0.50424284	
P2RX2	NA	0.5040429	
AGBL3	NA	0.50396734	
CCT6B	NA	0.50383085	
FAM229B	NA	0.50375754	
CENPN	NA	0.50370616	
TMEM231	NA	0.50353515	
MSX1	NA	0.5031683	
HOXC10	NA	0.50307035	
TEAD4	NA	0.5029937	
KIF4A	NA	0.50289017	
ITPKC	NA	0.50285643	
MAP1LC3A	NA	0.50282377	
PRSS27	NA	0.5024484	
ANO8	NA	0.5022237	
SAXO2	NA	0.502052	
LEKR1	NA	0.50201124	
KCNK5	NA	0.5020036	
TRPM4	NA	0.5018973	
POLR1G	NA	0.50178695	
NIPAL1	NA	0.5014535	
CWH43	NA	0.5014402	
MPP3	NA	0.5014052	
KBTBD3	NA	0.50138676	
KCNK15	NA	0.5012583	
OVOL1	NA	0.5012355	
LMX1B	NA	0.50116175	
TSPAN10	NA	0.50114185	
TTLL9	NA	0.50108016	
ZNF165	NA	0.5010775	
ZNF81	NA	0.50103074	
TCTEX1D2	NA	0.5010194	
CSKMT	NA	0.50098675	
MAL2	NA	0.5008115	
CCDC58	NA	0.50075376	
KIAA1958	NA	0.50070614	
PSMC3IP	NA	0.5006216	
PPP1R3E	NA	0.50059605	
DENND6B	NA	0.5005858	
ZMYND10	NA	0.50056815	
BCAM	NA	0.5005495	
C20orf144	NA	0.5003587	
PLXNB3	NA	0.5002695	
NCS1	NA	0.5002549	
VSIG10	NA	0.500185	
TRIM45	NA	0.50017166	
FAM161A	NA	0.50015134	
TSPAN12	NA	0.5001412	
TXNRD3	NA	0.50008434	
THAP8	NA	0.50006807	
SH2D5	NA	0.50006413	
ABCB6	NA	0.5000342	
ERI2	NA	0.500014	
WASF1	NA	0.49977756	
CCDC113	NA	0.49973536	
MCM10	NA	0.4994301	
SHANK1	NA	0.4992618	
CPLANE2	NA	0.49922943	
NANP	NA	0.49915764	
PMF1-BGLAP	NA	0.4990157	
KISS1R	NA	0.49885055	
MIPOL1	NA	0.49882472	
EEF1AKMT4	NA	0.49878988	
NR2F2	NA	0.49853987	
EDN1	NA	0.49848488	
SLC17A7	NA	0.49846107	
FOXJ1	NA	0.4983229	
POLQ	NA	0.49824342	
AC090517.4	NA	0.49813533	
LRRC20	NA	0.49799937	
EEF2KMT	NA	0.4978256	
KIF27	NA	0.49774823	
STXBP1	NA	0.49770904	
HOXA11	NA	0.49769807	
CD164L2	NA	0.49766615	
RAI2	NA	0.49750218	
CCDC74A	NA	0.49730402	
VWA1	NA	0.4972985	
HEMK1	NA	0.49724883	
MAK	NA	0.4970587	
GPR137	NA	0.4969104	
DNM1	NA	0.49690047	
STRIP2	NA	0.49686813	
C19orf44	NA	0.4968439	
KCNJ4	NA	0.4968296	
AL117348.2	NA	0.49655867	
TONSL	NA	0.4965205	
EPCAM	NA	0.496345	
UBTD2	NA	0.49629837	
SPATA24	NA	0.4962912	
KIF17	NA	0.4962165	
APLN	NA	0.4956064	
TMEFF1	NA	0.49559963	
HILPDA	NA	0.4955776	
PHF7	NA	0.49556258	
ARTN	NA	0.4954627	
THAP10	NA	0.4952829	
LSM11	NA	0.49517414	
TP53TG3	NA	0.4950612	
BRIP1	NA	0.49475765	
LRRC75B	NA	0.49472708	
CTSV	NA	0.49462488	
CEP19	NA	0.49459404	
SOBP	NA	0.49443725	
TRMT10A	NA	0.494176	
EFNA1	NA	0.49416655	
ZFHX2	NA	0.49416038	
NDUFC2-KCTD14	NA	0.49401528	
TBX2	NA	0.49399844	
MKI67	NA	0.49396342	
SPEF1	NA	0.49392384	
EFHB	NA	0.4939172	
MIB2	NA	0.49379724	
ASPHD1	NA	0.4937665	
DCLK2	NA	0.49357018	
OVOL2	NA	0.49343538	
ZBTB42	NA	0.49328807	
CD276	NA	0.49327797	
DSCC1	NA	0.49324593	
AMOTL2	NA	0.49316823	
CNNM2	NA	0.49303997	
COL26A1	NA	0.49289528	
PSPH	NA	0.4928474	
IBA57	NA	0.49269882	
FAM227B	NA	0.49263322	
FZD4	NA	0.4925606	
TREX2	NA	0.4925453	
STOX1	NA	0.4925413	
ZNF554	NA	0.49252692	
MAGI3	NA	0.49246275	
OSR2	NA	0.4924501	
SPATA31A3	NA	0.4923214	
RAD51	NA	0.49226797	
FAM153B	NA	0.49224067	
MELTF	NA	0.49216253	
TROAP	NA	0.49215862	
PROCA1	NA	0.49210584	
ILDR2	NA	0.49208423	
DLL4	NA	0.4920423	
FPGT-TNNI3K	NA	0.49197993	
PLAG1	NA	0.4919736	
SLC7A11	NA	0.4918524	
DEPTOR	NA	0.4918504	
BRCA2	NA	0.49177307	
NUF2	NA	0.49155134	
SETD1A	NA	0.49147177	
LRTOMT	NA	0.49145037	
FANCB	NA	0.49134603	
TMEM240	NA	0.4913231	
CAMSAP3	NA	0.4912169	
SPATS2	NA	0.4911579	
KREMEN2	NA	0.49113956	
GKAP1	NA	0.4911263	
TLCD5	NA	0.49090275	
PMEL	NA	0.4908915	
PRC1	NA	0.4907381	
OTOP2	NA	0.4907091	
DCUN1D3	NA	0.4906965	
PCBD2	NA	0.49047077	
GPRC5C	NA	0.4902645	
LRP4	NA	0.49024644	
LRRC1	NA	0.49023935	
BBOF1	NA	0.49017966	
GRID1	NA	0.49006942	
FDXR	NA	0.48998883	
ZNF594	NA	0.4899874	
SPRY1	NA	0.4899691	
RHBDD3	NA	0.48994842	
GPT2	NA	0.48994163	
CSPG5	NA	0.48991257	
C2orf50	NA	0.48990703	
TMEM67	NA	0.48979747	
C6orf52	NA	0.48976123	
PRAC2	NA	0.48966575	
SLC35E4	NA	0.48954037	
ABHD1	NA	0.48948607	
PMEPA1	NA	0.48948547	
TTLL7	NA	0.48944813	
SIX4	NA	0.4893759	
PRKD1	NA	0.48937488	
ABHD17C	NA	0.48929617	
POLR3G	NA	0.48925728	
MLXIPL	NA	0.48923364	
CDC6	NA	0.48921537	
HOXC9	NA	0.4889897	
AP5S1	NA	0.48891294	
MCMDC2	NA	0.48888975	
DAGLA	NA	0.48871413	
LRP5	NA	0.48862997	
CBLC	NA	0.48856038	
TMEM51	NA	0.48852682	
RHPN2	NA	0.48834783	
PRELID3A	NA	0.48833317	
DEPDC1B	NA	0.48831716	
TAF6L	NA	0.48809263	
RRNAD1	NA	0.48808685	
IL20RA	NA	0.48799282	
MSI1	NA	0.4879693	
AURKA	NA	0.4878796	
MARK1	NA	0.48781973	
MEIS2	NA	0.487637	
ELL3	NA	0.4870041	
NWD1	NA	0.48699045	
TTC8	NA	0.48698142	
IRS1	NA	0.48667696	
GEN1	NA	0.48654988	
ZNF695	NA	0.48649427	
FAM160A1	NA	0.4864423	
CHAF1A	NA	0.48644176	
LCA5L	NA	0.48643163	
NOS1AP	NA	0.48635498	
FAM72A	NA	0.48624268	
MYCBPAP	NA	0.48621926	
GPR37	NA	0.48619136	
BIRC5	NA	0.4861663	
PRDM16	NA	0.48613858	
C5orf34	NA	0.48612538	
NPPC	NA	0.48605517	
C1QL4	NA	0.4860392	
SEMA6B	NA	0.48601672	
FKBP2	NA	0.48595878	
PIK3R2	NA	0.48590666	
FAM131C	NA	0.4857703	
FAM72D	NA	0.48571095	
SEMA3B	NA	0.48522863	
USP2	NA	0.4851862	
CDC42BPB	NA	0.4850838	
CDKN3	NA	0.48476258	
HOXB9	NA	0.48473087	
