gene_id,gene_name,meancov1k,meancov950,meancovNDR,meancov380_190,meanFFT950,meanFFTNDR,meanSL1k,meanSL950,meansimpson1k,TPM
ENSG00000131584.19,ACAP3,0.9217796623706818,0.9198772311210632,0.7531655430793762,0.9628594517707824,0.0485852025449276,0.1262512579560279,0.284898430109024,0.2830004617571831,2.7400778,7.726
ENSG00000169972.12,PUSL1,0.7169864177703857,0.7074744701385498,0.3105881214141845,0.5685622096061707,0.0788192600011825,0.1207656934857368,0.3206106722354889,0.3170731663703918,2.893482,16.334
ENSG00000224051.7,CPTP,0.8041173815727234,0.8053017258644104,0.6578704714775085,0.7717258632183075,0.0701774563640356,0.1620327979326248,0.3807169795036316,0.3674641102552414,2.792846,12.583
ENSG00000107404.20,DVL1,0.6846395134925842,0.6859302222728729,0.3589822202920913,0.3598430007696152,0.0195727553218603,0.0820827297866344,0.3174659758806228,0.3154336363077163,2.80836715,28.247
ENSG00000162576.17,MXRA8,1.0613338549931843,1.0655378103256226,1.2594441572825117,1.2249104181925456,0.204311986764272,0.3025110463301341,0.2119718044996261,0.2090559949477513,2.4680774333333333,29.478
ENSG00000175756.13,AURKAIP1,0.6545023173093796,0.6464150846004486,0.4598001763224602,0.4726334512233734,0.0859350878745317,0.1012764945626258,0.3519565388560295,0.3558529913425445,2.85803475,164.314
ENSG00000221978.12,CCNL2,0.6715290149052938,0.6671538154284159,0.4282502432664235,0.562349796295166,0.0735233972469965,0.0847753720978895,0.4040165742238362,0.4013265669345855,2.6572921666666667,87.466
ENSG00000242485.6,MRPL20,0.8015267451604208,0.8061585028966268,0.5929523706436157,0.7368431886037191,0.026642432436347,0.129439540207386,0.3577691813309987,0.3599242170651753,2.7079192,180.034
ENSG00000235098.8,ANKRD65,1.179296890894572,1.1815285682678225,1.1774519681930542,1.195008913675944,0.0628699027001857,0.1254417424400647,0.256467084089915,0.2565773129463196,2.4748273666666667,4.511
ENSG00000179403.12,VWA1,0.9998765389124552,0.9977360765139262,0.97869211435318,0.9905764857927958,0.1063567871848742,0.1603190898895263,0.2235700190067291,0.2273682256539662,2.694296533333334,24.456
ENSG00000215915.10,ATAD3C,1.1037803888320925,1.096811056137085,0.7615432739257812,0.8698156476020813,0.0291561614722013,0.0837319791316986,0.183443084359169,0.1848906576633453,2.3970501,0.368
ENSG00000160072.20,ATAD3B,0.6245002746582031,0.6205222606658936,0.4017788469791412,0.6025300621986389,0.0398927517235279,0.0248653143644332,0.3622449040412903,0.3434065878391266,2.709608,5.953
ENSG00000197785.14,ATAD3A,0.7230007847150167,0.7200570305188497,0.5069886942704519,0.6826033592224121,0.0860497901837031,0.0867506489157676,0.29011004169782,0.2930411299069722,2.8604802666666664,5.364
ENSG00000160075.12,SSU72,0.6739410758018494,0.6696738302707672,0.5221449732780457,0.6361359059810638,0.0218358668498694,0.0643055997788906,0.3470680713653564,0.3426762670278549,2.77763635,83.244
ENSG00000197530.12,MIB2,0.7955746054649353,0.7910591449056353,0.5063389837741852,0.702412588255746,0.0754435501460518,0.0954571515321731,0.3349465578794479,0.3421907403639385,2.775821071428571,5.431
ENSG00000248333.9,CDK11B,0.830078125,0.8096960584322611,0.5353296200434366,0.5429188013076782,0.1290068278710047,0.1054333051045735,0.3269157608350118,0.3276283740997314,2.8306785333333337,17.676
ENSG00000189339.12,SLC35E2B,0.4775332013765971,0.4889792501926422,0.6591849029064178,0.6705573201179504,0.0290786940604448,0.0403795813520749,0.2806761662165324,0.2811059951782226,2.9123711,81.858
ENSG00000008128.23,CDK11A,0.3203724026679992,0.3250627338886261,0.3406480193138123,0.4285796284675598,0.0387505203485488,0.0665593467652797,0.3026315689086914,0.3053923070430756,2.98151302,13.455
ENSG00000008130.15,NADK,0.7695853859186172,0.770440086722374,0.6500367671251297,0.7501766979694366,0.0339485781732946,0.0474970079958438,0.3583165630698204,0.3598979264497757,2.713659275,18.26
ENSG00000078369.18,GNB1,0.7113609910011292,0.6960306167602539,0.396693080663681,0.470833271741867,0.0280669424682855,0.0494397357106208,0.2853932678699493,0.2765957415103912,2.9269485,331.383
ENSG00000178821.13,TMEM52,0.8813328444957733,0.8749867081642151,0.7912271320819855,0.7969081699848175,0.0513889072462916,0.0716928616166114,0.3237248808145523,0.3202434778213501,2.82899285,4.689
ENSG00000187730.9,GABRD,1.0974961519241333,1.0968265533447266,0.6506706476211548,0.8396570086479187,0.0648390352725982,0.0708041712641716,0.2193087041378021,0.2226463109254837,2.5941546,2.095
ENSG00000067606.17,PRKCZ,1.3292412519454957,1.3271639347076416,1.2703046441078183,1.298619508743286,0.0839635670185089,0.1073975719511508,0.2209141016006469,0.2168931096792221,2.45205208,14.164
ENSG00000162585.17,FAAP20,1.0185218751430511,1.0004401206970217,0.6704135984182358,0.8742460608482361,0.1201464626938104,0.011451588012278,0.3821610286831856,0.3743626475334167,2.78654125,6.071
ENSG00000157933.10,SKI,0.5706827044487,0.5439311265945435,0.041939839720726,0.0925103649497032,0.0191947277635335,0.015542447566986,0.3228699564933777,0.3222748935222626,2.951727,51.319
ENSG00000116151.14,MORN1,1.146715611219406,1.1468744575977323,0.8194611296057701,0.986119031906128,0.0400289152748882,0.0853442680090665,0.3288965001702308,0.3185849711298942,2.661884625,1.706
ENSG00000157916.20,RER1,1.092427879571915,1.0867607593536377,0.8082181811332703,0.8952000141143799,0.0367169617675244,0.0833930941298604,0.33448126912117,0.3404207751154899,2.6953251500000004,134.589
ENSG00000157911.11,PEX10,1.1103270053863523,1.10072922706604,0.5340731143951416,0.7771586179733276,0.0422581247985363,0.1234068423509597,0.3318284451961517,0.3166666626930237,2.8360314,17.162
ENSG00000149527.18,PLCH2,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.295
ENSG00000157881.16,PANK4,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.038
ENSG00000157873.17,TNFRSF14,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.757
ENSG00000142611.17,PRDM16,1.126848042011261,1.1116105318069458,0.8874523937702179,0.9166452884674072,0.1147278659045696,0.1214665323495864,0.2055351138114929,0.1959910541772842,2.57289525,0.651
ENSG00000130762.15,ARHGEF16,1.0801441073417664,1.0794223546981812,1.0673948327700298,1.0787866314252217,0.1117114834487438,0.2039256878197193,0.2160012771685918,0.2142086376746495,2.5477377333333338,5.721
ENSG00000162591.16,MEGF6,1.0145567655563354,1.0101043283939362,0.8449285328388214,0.9233293533325196,0.0792605075985193,0.0944895483553409,0.2682219892740249,0.2617230340838432,2.7477452,7.977
ENSG00000158109.15,TPRG1L,0.7090980708599091,0.7114862501621246,0.4164354205131531,0.5577665567398071,0.1099140085279941,0.0548228099942207,0.3018433153629303,0.2956730872392654,2.88437905,45.64
ENSG00000116213.16,WRAP73,0.7967457175254822,0.7932734787464142,0.4993777424097061,0.6268520057201385,0.0946339890360832,0.0515468353405594,0.3912781625986099,0.3971668630838394,2.6812272,7.932
ENSG00000078900.15,TP73,1.2222690820693969,1.2226867914199828,1.220016884803772,1.2988083600997924,0.0702920071780681,0.1162041932344436,0.2251788824796676,0.2278043121099472,2.4149131,0.635
ENSG00000130764.10,LRRC47,0.732932984828949,0.7280258536338806,0.3330120742321014,0.5046289563179016,0.0895243808627128,0.1402454227209091,0.324999988079071,0.3203285336494446,2.5935256,43.205
ENSG00000116198.14,CEP104,0.8394935727119446,0.8344765901565552,0.5623646676540375,0.6829939186573029,0.032894916832447,0.0250083478167653,0.2615206837654114,0.2607843279838562,2.88728775,32.592
ENSG00000169598.17,DFFB,0.8283445835113525,0.830534964799881,0.6063223779201508,0.7107462584972382,0.0283283088356256,0.0892988443374633,0.2616968750953674,0.2609568685293197,2.89426305,6.401
ENSG00000198912.11,C1orf174,0.7272153496742249,0.7241840958595276,0.3700023889541626,0.5167102217674255,0.0433407984673976,0.0674724280834198,0.2907949686050415,0.2954545319080353,2.7709062,25.326
ENSG00000196581.11,AJAP1,1.2365938425064087,1.2249813079833984,1.0318660736083984,1.1340278387069702,0.2088912427425384,0.2581440806388855,0.1948331594467163,0.1990793943405151,2.5380297,0.043
ENSG00000131697.18,NPHP4,0.7948666214942932,0.7974149584770203,0.4686062037944793,0.5538791418075562,0.0283252224326133,0.0812211483716964,0.2574626803398132,0.2543021142482757,2.9056358,5.221
ENSG00000069424.15,KCNAB2,0.9230482801795006,0.9178617969155312,0.8281189128756523,0.8428128883242607,0.0321459316983236,0.0621392182074487,0.2552324999123811,0.2591531630605459,2.6093144125,1.629
ENSG00000116254.18,CHD5,1.174421310424805,1.1716647148132324,0.9627225697040558,1.086164474487305,0.0462483777664601,0.1036520525813102,0.2573747336864471,0.2641357630491256,2.55984675,0.2
ENSG00000116251.11,RPL22,0.8544343411922455,0.8561692237854004,0.6978260651230812,0.7873765826225281,0.0961437728255987,0.1014043055474758,0.3032527714967727,0.301091730594635,2.597681925,550.646
ENSG00000116237.16,ICMT,0.821518063545227,0.8138567805290222,0.529190719127655,0.6966268420219421,0.0314419791102409,0.0109441308304667,0.2737642526626587,0.2791164517402649,2.8368459,51.215
ENSG00000158292.7,GPR153,0.9633182883262634,0.9535486102104188,0.8014217019081116,0.8807291388511658,0.0985486730933189,0.0765245333313942,0.2592068016529083,0.2623688280582428,2.714564,1.529
ENSG00000097021.20,ACOT7,0.9015375077724456,0.9001927773157755,0.8214574456214905,0.882582426071167,0.1169140214721361,0.1203294806182384,0.2444744383295377,0.240189604461193,2.64334835,17.539
ENSG00000069812.11,HES2,1.2370136976242063,1.240764617919922,1.1630511581897736,1.2276923656463623,0.1299949940294027,0.1006554551422596,0.2178724482655525,0.2196369282901287,2.652646775,0.399
ENSG00000187017.17,ESPN,1.2541897296905518,1.2481099764506025,1.2766886154810588,1.2350586255391438,0.1031710455814997,0.1317937038838863,0.2097468177477518,0.2121263494094213,2.5409900333333333,3.761
ENSG00000215788.11,TNFRSF25,1.261029028892517,1.2625058889389038,1.4104108572006226,1.284208106994629,0.1015475332736969,0.0734033554792404,0.1990523248910904,0.1966621935367584,2.5742777,3.594
ENSG00000171680.23,PLEKHG5,1.08289685100317,1.0811436101794245,1.0769608244299889,1.108546018600464,0.1291878307238221,0.1376691325567662,0.2188257686793804,0.2179215811192989,2.610109875,2.518
ENSG00000162408.11,NOL9,0.8795010447502136,0.8807463049888611,0.4321993887424469,0.7311697006225586,0.0952153503894805,0.1942664384841919,0.342803031206131,0.353658527135849,2.6892383,18.641
ENSG00000204859.13,ZBTB48,0.7159283757209778,0.7021454572677612,0.4278939366340637,0.634414792060852,0.0546276494860649,0.1203884333372116,0.3518518507480621,0.3677248656749725,2.8121054,19.54
ENSG00000162413.16,KLHL21,0.864439845085144,0.8661387264728546,0.787224218249321,0.8126841336488724,0.0611466094851493,0.1006166609004139,0.2778623215854168,0.2749591581523418,2.837965125,11.13
ENSG00000116273.6,PHF13,0.6230128407478333,0.614335298538208,0.3190242946147918,0.4008273780345917,0.0467285215854644,0.0450585447251796,0.3401759564876556,0.337579607963562,2.9357588,7.767
ENSG00000041988.15,THAP3,0.8564002960920334,0.8600481599569321,0.6425958573818207,0.8162854611873627,0.0554223507642746,0.0791509663686156,0.3358870446681976,0.3353776112198829,2.6857062000000003,3.203
ENSG00000007923.16,DNAJC11,0.837451716264089,0.8411832849184672,0.7277658780415853,0.8496903975804647,0.0355624469618002,0.1743155593673388,0.3097962786753972,0.3148152629534403,2.538620566666667,24.728
ENSG00000171735.19,CAMTA1,0.8214990695317587,0.8127068678538004,0.5555428055425485,0.5811077555020651,0.0643374708791573,0.0430567900960644,0.2964203357696533,0.294170265396436,2.6473802833333333,13.274
ENSG00000049245.13,VAMP3,0.8306229710578918,0.8356443047523499,0.5234912633895874,0.8423271179199219,0.0155843924731016,0.136410966515541,0.3507625162601471,0.3600917458534241,2.7813025,88.496
ENSG00000049246.14,PER3,0.6450263857841492,0.641402468085289,0.6148985028266907,0.6173556447029114,0.055119726806879,0.0694819213822484,0.3210367485880852,0.3265997543931007,2.822024,127.203
ENSG00000049249.9,TNFRSF9,0.8214053511619568,0.8255138993263245,0.9634332060813904,0.8713048696517944,0.0330024808645248,0.1142407432198524,0.290909081697464,0.2980935871601105,2.4345517,0.233
ENSG00000116288.13,PARK7,0.5659622748692831,0.5699763099352518,0.4108984967072804,0.5822522242863973,0.0171038284897804,0.0662935152649879,0.3410395880540212,0.3326729436715444,2.6303026,686.0
ENSG00000116285.13,ERRFI1,0.8773616850376129,0.8820131719112396,0.7907560467720032,0.8957267999649048,0.0908026546239852,0.112401433289051,0.2701479122042656,0.2676863521337509,2.62789165,273.609
ENSG00000162426.16,SLC45A1,1.2950996160507202,1.2888165712356567,1.3285542726516724,1.2851723432540894,0.149977907538414,0.2061244547367096,0.1821596175432205,0.1762376278638839,2.3514316,8.832
ENSG00000142599.19,RERE,0.8038963198661804,0.8090192198753356,0.816836166381836,0.8169596672058106,0.062674062885344,0.0702125911600887,0.2657677561044693,0.2628975063562393,2.7524328,215.831
ENSG00000074800.16,ENO1,0.8019827802975973,0.7994065284729004,0.6646819710731506,0.7724459171295166,0.1108865216374397,0.1239542718976736,0.2832720081011454,0.2828713556130727,2.865077766666667,152.37
ENSG00000142583.18,SLC2A5,1.0024643143018086,1.0030306379000349,0.9269081155459086,0.9769082069396972,0.0442953047653039,0.0996799369653066,0.3140870134035746,0.3169850707054138,2.455235833333333,1.013
ENSG00000049239.13,H6PD,0.7443850636482239,0.7401231229305267,0.4606254324316978,0.6336540579795837,0.0393214300274848,0.0378079675137996,0.3579545468091964,0.3618928343057632,2.66389705,16.122
ENSG00000171621.14,SPSB1,1.114387273788452,1.1221305131912231,1.1592819690704346,1.1780933141708374,0.0671068336814642,0.0853062979876995,0.283396914601326,0.2838628590106964,2.61097515,22.748
ENSG00000171612.7,SLC25A33,0.7347712516784668,0.731622576713562,0.3569512367248535,0.5518295168876648,0.0773891061544418,0.1128597781062126,0.2614108026027679,0.2650333940982818,2.8794496,30.849
ENSG00000188807.13,TMEM201,0.9806205630302428,0.9747700095176696,0.902723640203476,0.8559563905000687,0.0647956375032663,0.1137539260089397,0.2730448320508003,0.2745591700077057,2.6444975,8.504
ENSG00000171608.16,PIK3CD,1.0702245831489563,1.068087875843048,1.1411663889884949,1.1046077013015747,0.1632933318614959,0.2132038101553917,0.238440491259098,0.2377384454011917,2.4936155,1.659
ENSG00000171603.18,CLSTN1,0.9158334732055664,0.9177324374516804,0.7057189146677653,0.8349427382151285,0.1232769762476285,0.1618493596712748,0.2306770533323288,0.2213017592827479,2.675381,157.044
ENSG00000178585.15,CTNNBIP1,0.5959192216396332,0.5876128077507019,0.2064769566059112,0.2319582030177116,0.0540497861802578,0.0324325151741504,0.3619753867387771,0.366035133600235,2.72109125,15.693
ENSG00000162441.12,LZIC,0.8222304880619049,0.8257298916578293,0.5840924680233002,0.7598589509725571,0.0491473646834492,0.1034440151415765,0.3406803384423256,0.3371977619826793,2.638477125,46.65
ENSG00000173614.14,NMNAT1,0.8990064462025961,0.9025036295255026,0.6786724030971527,0.8811717828114828,0.0938186335066954,0.2140609224637349,0.3311341802279154,0.3237159848213196,2.6164745666666662,4.856
ENSG00000162444.12,RBP7,1.109107255935669,1.099605917930603,1.1529892683029177,1.038266658782959,0.0630057379603385,0.0575520060956478,0.2413793057203292,0.238363891839981,2.7095022,24.97
ENSG00000130939.20,UBE4B,0.6626740396022797,0.6656479239463806,0.4042636007070541,0.4648123234510422,0.1335850283503532,0.1106818206608295,0.3061688244342804,0.3062633126974106,2.6920643,61.215
ENSG00000054523.18,KIF1B,0.8561286330223083,0.8547568236078534,0.8374603475843158,0.8727417843682426,0.0613376828176634,0.1253928680505071,0.2532503647463662,0.2519589768988745,2.622304542857143,44.949
ENSG00000142657.21,PGD,0.8082153995831808,0.8008258938789368,0.7256942788759867,0.7828865845998129,0.0314783093829949,0.0705388312538464,0.303101768096288,0.3042641083399455,2.802358233333333,47.147
ENSG00000160049.12,DFFA,0.806978166103363,0.7929823398590088,0.6196379959583282,0.7430649697780609,0.0656559392809867,0.1530277878046035,0.3515386879444122,0.3490774929523468,2.57167985,21.723
ENSG00000142655.13,PEX14,0.8615632057189941,0.8606337010860443,0.6172674298286438,0.807382732629776,0.0784333534538745,0.0761352553963661,0.2970070540904999,0.2980522513389587,2.6029204,17.963
ENSG00000130940.15,CASZ1,1.0121557712554932,1.011353313922882,0.8698432445526123,0.9902440905570984,0.0686537772417068,0.0338233858346939,0.2433347925543785,0.2424722090363502,2.53961395,72.249
ENSG00000120948.18,TARDBP,0.6786997020244598,0.6665562987327576,0.4452752768993377,0.5126955062150955,0.0711207929998636,0.0696434397250413,0.365265890955925,0.3615806102752685,2.70579435,255.062
ENSG00000009724.17,MASP2,1.318840503692627,1.322219729423523,1.2884567379951477,1.3520057797431946,0.1080269291996955,0.1584274768829345,0.1862328872084617,0.1813041344285011,2.36616325,11.76
ENSG00000116649.10,SRM,0.9029574791590372,0.9001597762107849,0.8309890230496725,0.8432536323865255,0.0458715700854857,0.0820538060118754,0.2622711062431335,0.2656824688116709,2.646023733333333,329.094
ENSG00000171824.14,EXOSC10,0.8384107947349548,0.8308818936347961,0.4744934439659118,0.7088238000869751,0.1299100965261459,0.032111532986164,0.3539651930332184,0.3426853716373443,2.614628,80.273
ENSG00000198793.13,MTOR,0.8160920441150665,0.8111461997032166,0.6895101219415665,0.7228021621704102,0.1079231612384319,0.1140954736620187,0.3397607356309891,0.3439958840608597,2.53894535,50.356
ENSG00000171819.5,ANGPTL7,0.9231166243553162,0.928463876247406,0.9763408303260804,0.9093729853630066,0.0904870703816413,0.0870790109038353,0.1967592537403106,0.1949760764837265,2.3680553,3.146
ENSG00000120942.14,UBIAD1,0.6713120341300964,0.6592721045017242,0.3652659729123115,0.5263444930315018,0.0465096421539783,0.0818546582013368,0.3670637905597687,0.3791734427213669,2.7351664,25.087
ENSG00000116661.11,FBXO2,1.0387531518936155,1.040155291557312,0.8727768063545227,0.933177649974823,0.0847431272268295,0.1013238728046417,0.2839506268501282,0.2818897664546966,2.7169209,1.94
ENSG00000132879.14,FBXO44,0.9751112659772238,0.9685035248597464,0.8288923501968384,0.9681455194950104,0.1037684281667073,0.1913771529992421,0.3314121812582016,0.3424369891484578,2.6807381500000003,6.925
ENSG00000116663.11,FBXO6,0.9356282949447632,0.9288052916526794,0.6862432360649109,0.8811120986938477,0.083354465663433,0.1277441829442978,0.3350340127944946,0.3327402174472809,2.709379,9.393
ENSG00000116670.15,MAD2L2,1.1361009031534195,1.1403033584356308,1.006596922874451,1.0664771795272827,0.108767244964838,0.1270142486318946,0.2513978444039821,0.2512708827853203,2.6313188,22.981
ENSG00000177674.16,AGTRAP,0.8092428207397461,0.8085144281387329,0.594716477394104,0.7659110426902771,0.0224784959107637,0.1670329302549362,0.3073675096035003,0.3122868716716766,2.71332124,20.907
ENSG00000177000.13,MTHFR,0.7087881088256835,0.7068957686424255,0.6388691067695618,0.6940963208675385,0.043481321260333,0.0708229154348373,0.3344298958778381,0.3356000602245331,2.753014,8.463
ENSG00000011021.23,CLCN6,0.6478933095932007,0.6479232609272003,0.3425017446279526,0.4851683378219604,0.019160492811352,0.0323525574058294,0.309523805975914,0.319949746131897,2.8327003,11.037
ENSG00000116685.16,KIAA2013,0.8338184058666229,0.8304458260536194,0.3472215682268142,0.5287013351917267,0.1034044884145259,0.1051693372428417,0.3277661800384521,0.3318965435028076,2.8003689,43.219
ENSG00000083444.17,PLOD1,0.884401798248291,0.8687885403633118,0.6615273952484131,0.8145074248313904,0.0459307394921779,0.030075179412961,0.3224637806415558,0.3094777464866638,2.7121632,64.596
ENSG00000116688.18,MFN2,0.7589438855648041,0.7473034560680389,0.5877087414264679,0.6615106165409088,0.0704493317753076,0.0533469626680016,0.3346118927001953,0.3295630663633346,2.6804382,62.764
ENSG00000116691.11,MIIP,0.8590331077575684,0.8538433909416199,0.5507149696350098,0.7338624596595764,0.0715740025043487,0.0429355464875698,0.3290043175220489,0.3348837196826935,2.7791312,8.938
ENSG00000028137.19,TNFRSF1B,1.0445009469985962,1.046965718269348,1.0970399975776672,1.138857901096344,0.0227115862071514,0.0277276625856757,0.2937517315149307,0.2883454114198684,2.6364522,6.36
ENSG00000048707.15,VPS13D,0.8592261373996735,0.8576065301895142,0.7852835208177567,0.833662211894989,0.0539524871855974,0.1393373887985944,0.3082830682396889,0.3042171485722065,2.531751,45.648
ENSG00000162496.9,DHRS3,1.19055438041687,1.1876978874206543,1.0982773303985596,1.2086461782455444,0.0814761072397232,0.1153121367096901,0.25,0.2495726495981216,2.788748,73.928
ENSG00000162493.16,PDPN,1.5521904975175858,1.5610371530056,1.6685695201158524,1.568214476108551,0.1505906665697693,0.2325563533231616,0.179204948246479,0.1786654572933912,2.4286945125,0.629
ENSG00000116731.22,PRDM2,0.9406846364339192,0.9415738185246786,0.6219214002291361,0.8033061722914377,0.0934545596440633,0.128216461588939,0.2586572021245956,0.248878705004851,2.7877525666666663,58.945
ENSG00000189337.17,KAZN,1.0782816857099533,1.078859269618988,1.0830387026071548,1.09725221991539,0.1170543814077973,0.1413071677088737,0.2075201049447059,0.2060514874756336,2.5552817,3.144
ENSG00000171729.14,TMEM51,1.0629856288433075,1.066451445221901,0.8336370289325714,0.9656773507595062,0.0785215925425291,0.0620566010475158,0.2683224752545357,0.2639513835310936,2.752151875,6.714
ENSG00000142621.19,FHAD1,0.9702358245849608,0.9720291097958884,0.95401930809021,0.9774176081021628,0.0724207622309525,0.1184896640479564,0.2459070632855097,0.2457232177257537,2.3783275333333336,1.298
ENSG00000142634.13,EFHD2,0.9482643604278564,0.9500800371170044,0.9165152311325072,1.0794010162353516,0.0842223241925239,0.0384086966514587,0.35546875,0.3443298935890198,2.8140652,12.646
ENSG00000132906.18,CASP9,0.4807738761107127,0.4744599163532257,0.3016423285007477,0.3306170602639516,0.0463452599942684,0.0439386653403441,0.3669893940289815,0.3738110760847727,2.8035501000000003,5.466
ENSG00000116138.13,DNAJC16,0.6242590149243673,0.6248957713445028,0.3834931850433349,0.5017651518185934,0.0020534134237095,0.0315594126780827,0.3674188653628031,0.3588141103585561,2.8459072000000005,44.739
ENSG00000116771.6,AGMAT,1.014052152633667,1.018196702003479,0.9385929107666016,0.9636476039886476,0.0252079684287309,0.0383743718266487,0.2512886524200439,0.254397839307785,2.5040963,1.732
ENSG00000197312.12,DDI2,0.6788764595985413,0.6775457859039307,0.5716765522956848,0.6077905893325806,0.0047307144850492,0.0384296961128711,0.374358981847763,0.3982807993888855,2.742903,32.356
ENSG00000116786.13,PLEKHM2,0.8173819184303284,0.8152253031730652,0.5380697250366211,0.605399489402771,0.1118218004703521,0.1066766753792762,0.3801843225955963,0.369047611951828,2.8178177,24.484
ENSG00000162461.8,SLC25A34,1.2002943754196167,1.2019065618515017,1.1016433238983154,1.1894190311431885,0.0322012975811958,0.0620488449931144,0.1769662946462631,0.1782178282737732,2.4728227,0.609
ENSG00000162458.13,FBLIM1,1.0958006083965302,1.0940110087394714,1.0591738820075989,1.086097165942192,0.0810912624001503,0.1067106947302818,0.2358176931738853,0.2385203689336776,2.506138975,11.845
ENSG00000065526.12,SPEN,0.7576074004173279,0.7595565915107727,0.3236651420593261,0.4539530575275421,0.0412720888853073,0.0666687488555908,0.3004385828971863,0.2880561947822571,2.8600814,67.244
ENSG00000116809.12,ZBTB17,0.8404735128084818,0.8318323095639547,0.4638724525769551,0.6859493056933085,0.0787367026011149,0.0471936427056789,0.3363685210545857,0.3372583389282226,2.5376804,11.041
ENSG00000142627.13,EPHA2,1.0342414379119873,1.0341205596923828,1.141205906867981,1.2205798625946045,0.0767134949564933,0.1232137531042099,0.2703379094600677,0.2694369852542877,2.6968808,3.69
ENSG00000142632.17,ARHGEF19,0.8988271156946818,0.8947688539822897,0.6693987846374512,0.7716302474339803,0.0619526530305544,0.1365253974994023,0.2855068196853002,0.2908822298049927,2.712715466666667,0.809
ENSG00000037637.11,FBXO42,0.7457105219364166,0.7463387250900269,0.6282492578029633,0.7060810625553131,0.0653807958588004,0.0781527832150459,0.2625308930873871,0.2636477947235107,2.5821931,25.986
ENSG00000055070.17,SZRD1,0.6712429821491241,0.6592275351285934,0.4327466189861297,0.4715220555663109,0.0376404002308845,0.0387493697926402,0.3643518537282944,0.371356688439846,2.7696791000000003,98.955
ENSG00000157191.20,NECAP2,0.8096670111020406,0.8074197173118591,0.4103313982486725,0.6904407143592834,0.0913729394475619,0.0705189084013303,0.3740707238515218,0.3780308862527211,2.6596572333333337,44.173
ENSG00000058453.17,CROCC,1.24984872341156,1.2402255535125732,1.2457367181777954,1.2056424617767334,0.1224720403552055,0.0485924705862998,0.258324921131134,0.2633297145366668,2.432896,2.994
ENSG00000117122.14,MFAP2,1.255740761756897,1.2651849389076233,1.3946741819381714,1.332524597644806,0.1322689950466156,0.1575988084077835,0.2082958966493606,0.2088584676384925,2.46302985,5.17
ENSG00000159363.19,ATP13A2,0.9204337000846864,0.9211423993110656,0.6046226223309835,0.8476521571477255,0.0611239373683929,0.0287161817153294,0.3510998586813609,0.3433739840984344,2.8193602,33.431
ENSG00000117118.10,SDHB,0.7089319825172424,0.7039014101028442,0.4518583118915558,0.5333250761032104,0.0380717068910598,0.0665886923670768,0.396088033914566,0.393401026725769,2.5792203,102.293
